subject|content_html|ip_address|created_date|user|item
|东乡兄想拼的恐怕是<a href="http://www.cnajs.com">www.cnajs.com</a>吧^_^b|210.82.111.71|2004-11-08 03:58:54.423|beareve|337
|就是喜欢行人这种本格派的手法,纯推理,没有任何多余的感情|218.81.253.143|2005-01-02 21:26:02.400|夕血祭唯|337
|從文章刊來，東響先生還沒有能看到綾辻的其他作品，不然可以好好交流交流。|220.163.14.142|2005-02-07 00:19:34.990|幽靈之王|337
|好文章，说的好极了|218.1.118.106|2005-04-12 07:24:16.550|竭力|337
|<table id="HB_Mail_Container" height="100%" cellspacing="0" cellpadding="0" width="100%" border="0" unselectable="on"> <tbody> <tr height="100%" unselectable="on" width="100%"> <td id="HB_Focus_Element" valign="top" width="100%" background="" height="250" unselectable="off"> <p>谢谢东乡。把我一直想说的话如此系统，专业，婉转的表达了出来。我本人除了对福尔摩斯的热爱之外，热衷于法律犯罪小说，心理学侦探小说和社会派。所以有时候看到某些网友言谈不离本格，好像不喜欢本格就是不喜欢推理小说，心里就觉得很不舒服。在阅读量还远远不够的情况下就把自己的阅读范围缩小在所谓的纯本格里面是一件很不明智的事情。</p> <p>再次感谢东乡。</p></td></tr> <tr unselectable="on" hb_tag="1"> <td style="FONT-SIZE: 1pt" height="1" unselectable="on"> <div id="hotbar_promo"></div></td></tr></tbody></table>|134.139.212.191|2004-11-04 20:54:19.157|Irregular|376
|<p><span>Irregular兄见笑了.</span></p> <p><span>其实真要说别把本格挂在嘴边还是比较困难的,</span></p> <p><span>客观来说,"暴风雨山庄+孤岛+密室杀人+连续杀人"这样的标志性手法构成的推理小说相对来说比较符合目前国内读者的口味,所以比较有市场是不足为奇的.</span></p>|61.165.69.66|2004-11-07 22:41:42.820|东乡|376
|<p>做个小补充,日本推理小说的分类范围是:</p> <p>1.本格推理小说2.倒叙推理小说3.社会派推理小说4.法庭类5.hard-boiled 6.警察小说7.暗号小说8.恶汉小说9.惊悚,悬疑10.犯罪心理小说11.间谍小说12.捕物帐13.SF(科幻推理)14.怪奇,幻想小说15.犯罪实话(类似于报告文学体裁)</p>|24.150.236.240|2004-11-08 00:01:28.430|yuka|376
|多谢yuka兄提示补充,谢谢!|61.169.36.196|2004-11-08 02:42:07.880|东乡|376
|<p>此为百科全书中推理小说的分类,能给介绍下吗?</p> <p>推理小説の分類 <br />下記の分類は、互いに相反するものとは限らず、一つの作品が以下の複数の分類に当てはまることがある。 <br />本格&nbsp; <br />事件の手がかりをすべて作品中で示し、それと同じ情報をもとに登場人物が真相を導き出す形のもの。第二次世界大戦前には、「本格」以外のものは「変格」というジャンルに分類された。 <br />新本格&nbsp; <br />かつて主流だった本格派が社会派(後述)に押され、「豪壮な邸宅で起きる不可能犯罪、奇怪な暗殺者が跳梁する」といったテーマが古色蒼然視された風潮の中で、そうした本格派の復権を求め、京大ミステリ研出身作家を中心に発表されたミステリ作品群。不可能犯罪の奇抜なトリックが興味の中心となる。 <br />社会派&nbsp; <br />事件そのものに加え、事件の背景を社会世相などに絡めて描き出すもの。地に足のついた現実的な犯罪事件を描写する。 <br />ホラー&nbsp; <br />登場人物がなんらかの事件に巻き込まれ、その被害に遭う経過や、その間の心理を描く。 <br />倒叙&nbsp; <br />はじめに犯行の様子が描かれ、その後の捜査の進展や真相の看破に至る過程を、おもに犯人の側から描写する。 <br />日常の謎&nbsp; <br />法律に触れるような犯罪ではなく、日常生活のなかでふと目にした不思議な現象などについて、その理由・真相を探るもの。 <br />ハードボイルド&nbsp; <br />主人公が余り感情を表に表わさず、全体に非情さ・シニカルさを強調した作品。 <br />ファンタジー/SF&nbsp; <br />通常ではありえない状況・環境を許容する世界観の中で発生した事件について、その世界観の下で論理的な考察を行うもの。 <br /></p>|213.59.125.38|2004-11-14 01:39:26.030|岛田军副将|376
|<p>下记的分类并不是互相对立的,也有一部作品同时符合以下数项分类的情况.</p> <p>本格:</p> <p>事件的所有线索都在作品中显示,登场人物凭着与线索相同的情报为根据推导出真相这种形式的小说.第二次世界大战前"本格"之外还有"变格"这种类型.</p> <p>新本格:</p> <p>在曾经是主流的本格派被社会派打压,"豪宅中发生的不可能犯罪,诡异凶手的猖狂"这种主题显得古老陈旧的风潮中,以京大推研会出身的作家为中心发表的追求本格派复兴的推理小说作品群.主要以不可能犯罪的惊异的TRICK为兴趣.</p> <p>社会派</p> <p>在事件本身之外,描写与社会世态相关的事件背景的小说.脚踏实地地描写现实的犯罪事件.</p> <p>恐怖:</p> <p>登场人物卷入几桩事件中,描写其被害经过与心理.</p> <p>倒叙:</p> <p>小说开头描写犯罪的经过,然后主要从犯人这一边描写从调查进展到看破真相的过程.</p> <p>日常之谜:</p> <p>不涉及法律意义上的犯罪,而是就日常生活中乍一看觉得不可思议的现象,探求其理由和真相的小说.</p> <p>HARD BOILED:</p> <p>主人公不表露多余感情,整体强调冷酷感和冰冷感的作品.</p> <p>FANTASY/SF(科幻)</p> <p>就允许通常不会有的状况和环境的世界观中发生的事件,以这种世界观来进行论理的考量.</p> <p>&nbsp;</p>|24.150.236.240|2004-11-14 16:08:47.040|yuka|376
|<p>本格作爲日人的元素已經遠遠超過我們所能接受的程度了。</p> <p>不過大大對於本格的理解絕對真實，幽靈表示佩服。</p>|220.163.14.142|2005-02-07 00:16:42.227|幽靈之王|376
|<p>三楼的老兄，知道那个分类的不少，但到处显摆的只见你一个。</p>|218.19.170.142|2005-03-16 00:28:17.163|nys82|376
|笨哥？笨哥是谁啊？我们是来看侦探小说的，好看就行说那么多管它笨哥蠢哥~|218.19.170.142|2005-03-16 00:30:29.273|nys82|376
|真得很感谢各位，原来侦探小说有这么多内涵阿，真得很感谢大家，给我好好上的一课|210.150.190.78|2005-06-03 03:22:49.960|linda|376
|非常感谢,顺便一提我能把您翻译的贴到别处去吗?|213.59.125.38|2004-11-15 09:29:16.690|岛田军副将|376
|请便|24.150.236.240|2004-11-19 03:22:51.210|yuka|376
|谢谢您|213.59.125.38|2004-11-19 07:09:22.443|岛田军副将|376
|请问东乡老师,文章中提到的两本关于推理小说的书有中文译本吗?|218.1.21.50|2004-12-02 01:51:57.440|书的容|376
|应该没有中文译本。|218.79.239.79|2004-12-03 09:53:03.890|东乡|376
|<p>如此系統的見解是頭一次見到，讚。</p> <p>非常不錯。</p>|218.1.102.18|2005-02-01 03:41:05.167|人狼城主|376
|本土推理是否和所謂的和俗有必然聯係，不得而知了。|220.163.14.142|2005-02-07 00:15:01.117|幽靈之王|423
|<p>我是新人，误打误撞到了这里，多多关照</p> <p>&nbsp;</p>|61.169.12.7|2005-03-31 07:04:40.190|新人|423
|<P>看到这篇文章让我想起了很多关于波洛的小说,想起&lt;&lt;帷幕&gt;&gt;,真的是很伤心.</P><P>谢谢东乡带来这样凄美的文章,怀念比利时小个子.</P><P>看过东乡先生其他推理小说的评论,都与这篇文字风格不同,我喜欢这篇文章.</P>|61.165.99.65|2005-12-27 21:25:35.737|liufei0318|447
|喜歡阿姐手下偵探到這個地步，不容易，讚！|220.163.14.142|2006-01-24 03:02:04.890|康康|447
|<P>楼主的文章把我带回那个年代，每天在图书馆搜索阿婆的小说，每一本都留下难以磨灭的印象。</P><P>从文章看来，东乡似乎是个mm？？</P>|61.165.68.73|2005-11-16 01:07:10.377|九十九十九|447
|<P>从文章看来，东乡似乎是个mm？？</P><P>-----------毫无疑问，毋庸质疑!这简直就是铁一般的事实!</P>|219.136.156.241|2005-11-16 07:37:18.923|nys|447
|<P>柔美华丽的辞藻，情丝细腻的感触。</P><P>难得一见的美文，收藏之！</P>|61.165.68.67|2005-12-13 21:44:35.140|HarriPorit|447
|好象东乡兄很久没有发言了|202.109.69.139|2005-04-18 01:48:34.210|新人|447
|<p>情思细腻~~~~~~~~~~~~~~</p> <p>怀念中。</p> <p>&nbsp;</p> <p>唯一不解的，为什么是选择纪念141年？？</p>|218.1.118.106|2005-04-12 07:19:33.033|li-iyi|447
|构思巧妙|202.109.69.139|2005-04-18 01:45:22.460|新人|447
|<P>而那个日剧的原作者又是金城阳三朗</P><P>传说中的抄王之王 ^_^</P>|222.134.97.88|2005-08-06 00:51:16.117|岛田军副将|472
|<P>《八云树》~抄袭的还是不是很多。</P><P>相比之下《圈套》抄袭的就实在是太多了，相信我已经失去很多推理小说的快乐了，哎~</P><P>推理日剧是双刃剑呀！</P>|218.79.254.204|2005-08-06 03:49:54.607|东乡|472
|<P>虽然基本有心理准备了，但是看到了结局还是很郁闷</P><P>伤痕想上去把最后一个案件的凶手掐死、千刀万剐……</P><P>不过想想，“这个时代，总有一些需要我们用生命去守护的东西。”想想凶手曾经受到的伤害，想想他们之间的关系，这个结局，不是突变，而是渐渐形成的，所以也只有接受了</P><P>很郁闷，和She died A Lady一样，忧伤的结局……</P><P>不多说了</P>|218.92.26.41|2005-08-09 10:15:36.913|伤痕|472
|<P>实在太搞笑了……</P><P>写得真好啊……</P>|61.144.54.40|2005-09-25 23:10:33.293|面包侦探|482
|写了这么多，真不容易。虽然没什么价值，总算自己给自己松了一口气，是吧？|203.57.44.246|2005-10-02 03:04:10.263|Murderist|482
|<P>近日正欲构思一文，恰巧看到东乡兄这一高作</P><P>深受启发。。。<BR></P>|221.230.22.224|2005-10-02 19:17:43.967|镜子|482
|臉譜的卡爾中，除了歪曲的樞紐以外，最喜歡阿拉伯，不知道達人是否看過猶大之窗？|220.163.14.142|2006-01-22 20:59:03.267|康康|533
|有栖川有栖的出生年份应该是1959年|202.109.3.98|2003-12-24 02:47:00.000|罗塞帝|197
|呀，又是一时大意打错了，感谢指正，现已更改过来了。|218.102.236.181|2003-12-27 13:14:00.000|香港的路人甲|197
|非常细致的年表啊!!!<br><br>想问路人兄一下:<br>你列的这些年代的划分,是以什么标准来定的?<br>比如说在新本格时期,你列出的这些作品只是本格类或得奖作品吗?还是说当年所有的代表作都列上去了,包括其他风格的作品?<br><br>谢谢!!!|202.109.3.98|2004-01-14 01:37:00.000|罗塞帝|236
|回罗塞帝兄 :<br>我把年表分成几个不同的所谓&quot;时期&quot;，一方面是不想把整个年表放进一页内，以免篇幅过长而难于阅览，另一方面也是想突显在那年代的主要推理风格。在选取作品方面，个人认为没需要列上全部作品(也实在太多了)，所以只列出些较有代表性的，如出道首作或得奖作。(下续....)|218.102.236.231|2004-01-14 11:37:00.000|香港的路人甲|236
|(续上....)<br>当然，即使在新本格年代，也有突出的非新本格作家、作品和事件，因此在年表中也会不排除，仍然包括入内。其实，整个年表只是从那十多篇&quot;推理作家简介&quot;中的内容组合而成，而我写那些简介的重点也在介绍新本格(新本格前的作家已有不少前人做了更详尽的介绍)，所以看上来便好像新本格的作品较多了一些吧。|218.102.236.231|2004-01-14 11:38:00.000|香港的路人甲|236
|哪里有得买啊，求助|218.104.83.171|2004-05-28 02:32:00.000|autumn|243
|这样的评论形式非常新颖有趣呀!<br><br>强烈期待后续相关的各类诡计的评析!!!|202.109.3.98|2004-02-03 01:33:00.000|罗塞帝|246
|可以转载到日月光华吗？|61.131.63.178|2004-02-22 05:03:00.000|dsky|252
|可以转载。<br>当然，假如可以说明来源(神秘联盟http://www.mysterybbs.com)那就更好了。|218.103.216.85|2004-02-22 06:20:00.000|香港的路人甲|252
|这个诡计真是让我大吃一惊啊!<br><br>这个系列什么时候连载完呢?<br>等不及了呀!!!|202.109.102.66|2004-02-24 01:05:00.000|罗塞帝|255
|全书共有十二短篇，暂时的目标是每星期完成一篇，但预计在三月会比较忙，可能要隔十天才能完成一篇。<br>|218.103.208.238|2004-02-24 11:53:00.000|香港的路人甲|255
|辛苦路人兄了!!!<br><br>我只有耐心等待...<br>呵呵...越来越喜欢这个网站了...:)|202.109.102.66|2004-02-25 06:33:00.000|罗塞帝|255
|这个系列倒是越来越好看啦|150.135.152.149|2004-03-13 19:24:00.000|lonelyboy|259
|感谢lonelyboy对这个系列的观赏和留言。我其实忧虑读者未必会接受这篇《不在场证明》，因为它的结局是那么的奇特。<br>接下来的，会是更奇特的一篇《两小时剧场版》........|218.102.236.145|2004-03-14 05:56:00.000|香港的路人甲|259
|推门大概快有一年上不去啦，高级会员应该不会杀档吧，呵呵，暑假再去找几个代理<br>这个结局我倒是预料到了，天下一都当了警官，侦探推理秀当然没法出场啦。清水院流水的结局都有读者接受……呵呵，不过这篇发表比较早，不知道当时的读者怎么想的。<br>唉，也算穷则思变吧。|150.135.152.149|2004-03-15 00:28:00.000|lonelyboy|259
|天下一当警官只在这一篇出现，在以后的都回复侦探身份了。|218.103.208.38|2004-03-15 11:24:00.000|香港的路人甲|259
|<P>路人甲兄的这个专题做的越来越有趣了，也越来越觉得东野圭吾果然不简单，是个厉害的狠角色，</P><P>我再忙也要每周都上来看更新的连载</P><P>翻译再打出来了很辛苦吧，加油加油</P><P> </P>|210.77.191.200|2004-03-23 12:35:00.000|yuka|267
|感谢Yuka的鼓励，也真是已有好一段日子没在网上看见您的文章了。<BR>其实，我也有想过找您帮忙翻译一些.........|218.103.209.17|2004-03-24 11:30:00.000|香港的路人甲|267
|感谢Yuka的鼓励，也真是已有好一段日子没在网上看见您的文章了。<BR>其实，我也有想过找您帮忙翻译一些.........|218.103.209.17|2004-03-24 11:30:00.000|香港的路人甲|267
|<P>呵呵，现正在公司加夜班，办公室里只有两人。气氛倒是很适合看无头尸这样的题材</P><P>这篇我很喜欢，另外童谣杀人和两小时剧场那两篇也很棒</P><P>路人甲兄做的这末认真，看得出来的确是个热爱日本推理的人那!</P><P>今年至今为止我看过的推理小说就只有《DON DON 桥〉和你翻译的这个短篇集了。。。悲惨。。。</P>|210.77.191.205|2004-05-10 20:04:00.000|yuka|304
|<P>没时间看书的日子，确实不好过。<BR>希望Yuka可以忙里偷闲，有空上来闲聊几句。</P><P>我也很喜爱童谣杀人那篇，另外便是密室、和叙述性诡计那两篇了，我想甚至可以作为正统中篇或长篇作品的重点诡计啊。</P><P> </P><P> </P>|218.102.233.231|2004-05-11 12:48:00.000|香港的路人甲|304
|<P>我之前看过东野的四部作品，只是觉得不错，但没有特别一见倾心的感觉。只不过这个另类而又时时让我拍案叫绝，并回味无穷的《名侦探的规条》却令我有爱上的感觉（哈哈）</P><P>《名侦探的咒缚》已经入手！但现在实在是没有时间和精力去看。期待会有更多的惊喜！</P>|210.77.191.202|2004-05-26 17:35:00.000|yuka|313
|东野圭吾创作的风格变化比较大，所以不太容易预计作品的好坏程度。<BR>我手上等待阅读的，已没有他的作品在内，而暂时也没有哪部想买的，所以，今年应该不会再接触他的小说了。|218.103.211.31|2004-05-28 12:40:00.000|香港的路人甲|313
|<P>對於路人甲的翻譯，本人致以萬二分謝意。</P><P>前一陣常常上網看有否新的翻譯，現在看完，又有點失落感。不知接下來會翻譯那些作品呢？</P>|143.89.188.7|2004-05-30 09:17:00.000|洪樓|313
|<P>很感谢洪楼兄及其他朋友这几个月来的支持和鼓励，事实上，我最初也害怕像上次《二重身宫》那样在半途中停了下来，幸好终于能够完成全书。<BR>我暂时还没有定出甚么长远的计划，所以近期只会写些杂文感想，也曾想过翻译一些新本格作家的短篇集，但仍未作出最后决定。</P><P> </P>|219.76.64.1|2004-05-30 12:15:00.000|香港的路人甲|313
|<p>看起来真的是非常吸引人啊，不过估计这样的书根本没有中译的希望。</p> <p>在任何领域里，不安于旧有现状而努力做出开拓创新的人们都值得敬佩。前辈如斯风采，我们后生也只有心向往之的份了。</p> <p>&nbsp;</p>|218.6.28.30|2004-06-19 10:54:15.720|bcbulang|323
|台湾的小知堂这几个月来已经接连出版了小栗虫太郎和梦野久作的作品集，而有某两个人都分别提到过这两部"会有"(真的？)|218.103.221.34|2004-06-19 11:31:36.307|香港的路人甲|323
|<p>因为听说京极夏彦的《络新妇之理》是《黑死馆》的模仿作，《铁鼠之檻》与《虚无》有些联系，所以我很想看这两部，希望台湾能出啊！</p> <p>我还想问一下台湾出了梦野久作什么作品？</p>|211.160.91.249|2004-06-20 00:02:46.657|yuka|323
|<p>台湾出了他的两本短篇小说集。</p>|202.102.111.195|2004-06-20 00:45:55.500|ellry|323
|<p>"听说城邦已有出版部门要作京极".</p> <p>但在国内买台湾书可能比买文库本还要贵啊。</p> <p>&nbsp;</p> <p>&nbsp;</p>|219.77.0.36|2004-06-20 01:33:30.930|香港的路人甲|323
|<p>"城邦”是什么？出版社吗？对于京极的作品会出版我真的是觉得不可思议啊。</p> <p>“但在国内买台湾书可能比买文库本还要贵啊。”</p> <p>RE：但以我的水平来说与其费力看这四大奇书的原文，不如看贵得多的中译~</p>|211.160.91.249|2004-06-20 02:03:29.697|yuka|323
|<p>甲兄，想问一下<span style="FONT-SIZE: 9pt; FONT-FAMILY: 宋体; mso-ascii-font-family: 'Times New Roman'; mso-hansi-font-family: 'Times New Roman'; mso-bidi-font-family: 'Times New Roman'; mso-font-kerning: 1.0pt; mso-ansi-language: EN-US; mso-fareast-language: ZH-CN; mso-bidi-language: AR-SA">二阶堂黎人在《恶灵之馆》和<span style="FONT-SIZE: 9pt; FONT-FAMILY: 宋体; mso-ascii-font-family: 'Times New Roman'; mso-hansi-font-family: 'Times New Roman'; mso-bidi-font-family: 'Times New Roman'; mso-font-kerning: 1.0pt; mso-ansi-language: EN-US; mso-fareast-language: ZH-CN; mso-bidi-language: AR-SA">我孙子武丸在《</span><span lang="EN" style="FONT-SIZE: 9pt; FONT-FAMILY: 'Times New Roman'; mso-font-kerning: 1.0pt; mso-ansi-language: EN-US; mso-fareast-language: ZH-CN; mso-bidi-language: AR-SA; mso-fareast-font-family: 宋体">8</span><span style="FONT-SIZE: 9pt; FONT-FAMILY: 宋体; mso-ascii-font-family: 'Times New Roman'; mso-hansi-font-family: 'Times New Roman'; mso-bidi-font-family: 'Times New Roman'; mso-font-kerning: 1.0pt; mso-ansi-language: EN-US; mso-fareast-language: ZH-CN; mso-bidi-language: AR-SA">的杀人》有出过中译本嘛？听说里面有密室讲义。</span></span></p>|219.137.207.29|2004-06-24 06:38:00.707|hjb|323
|这两部还没听过有中译本。|218.103.209.127|2004-06-24 08:41:09.193|香港的路人甲|323
|<p>在既晴的恐怖的人狼城上面有部分《献给虚无的供物》。</p>|222.134.102.219|2004-07-02 02:45:17.077|lucifer|323
|那只是序章，是全书的十份之一。|218.103.214.162|2004-07-03 10:33:25.723|香港的路人甲|323
|&lt;黑&gt;和&lt;腦&gt;台灣已經出中譯本了，小知堂文化。|220.130.222.113|2006-03-12 12:20:35.157|jason|323
|<p>啊，我误会了，还以为Yuka说看想的是京极的中译本，原来是指《黑死馆》和《虚无》。<br /></p> <p>城邦是台湾的出版集团，与同是出版社的商周和麦田有关联。</p> <p>至于中译，假如能请到傅博老师做总指挥便最好不过了。</p> <p>&nbsp;</p>|218.102.197.154|2004-06-20 06:50:24.237|香港的路人甲|323
|<p>那也就是说这4本书还没有出版中译版嘛？4本都是本格推理吧，它们的作者还写过其他著名的本格推理嘛？</p> <p>ps：听说既晴的网站叫“恐怖的人狼城”，出自二阶堂的作品，是否也是本格的？日本还有其他著名的本格嘛（非新本格）？</p>|219.136.100.226|2004-06-20 08:01:52.147|hjb|323
|个人认为除了《黑死馆》以外，其余三部都很难算是真正的传统型解谜本格。《幻术》属于变格(梦野久作本来便是变格派的高手)，《虚无》和《匣》都只有本格的框架。当然，假如只是传统的本格解谜小说，便不会被称为奇书了。<br />中井英夫的纯推理作品比较少，梦野久作以变格为主，小栗虫太郎和竹本健治则各有一些本格推理。<br />《人狼城的恐怖》(是站名的倒转)是传统型本格解谜推理，至于在新本格以前，著名的本格作家也还真不少，请参考贴在这里的"日本推理作家简介"。|219.77.158.138|2004-06-20 09:37:55.360|香港的路人甲|323
|<p>好象有谣传说是要出&lt;黑&gt;和&lt;脑&gt;的中译本(当然可知,谣传出处来自ELLRY&nbsp; :)&nbsp; )</p> <p>这四大奇书是否真能满足推理解迷小说爱好者,看这样的解说至少不会太失望.南京这里的三人帮已经定好在九月份集体购书,因为台湾译本的书费实在是贵的吐血.所以三人共同出资,以一人买三本来换取读九本好书.</p>|218.94.60.11|2004-06-20 22:01:06.403|drury|323
|<p>好啊，台湾出了中译本了嘛？假如出了也要买啊。</p>|219.137.37.19|2004-06-22 05:35:19.807|hjb|323
|&lt;黑&gt;和&lt;脑&gt;要出版中译本的事只是谣传、猜想、内幕消息.........|219.77.0.206|2004-06-22 06:50:20.737|香港的路人甲|323
|<p>“当然，大家最熟识的，莫过于在漫画金田一少年和柯南的故事里出现的高远遥一和怪盗小子”</p> <p>————注意，官方的正式表述中，“怪盗小子”其实应叫做“怪盗基德”。</p>|61.155.233.54|2004-08-05 01:19:05.403|aptx4869|339
|<p>了解。</p>|218.102.197.188|2004-08-05 08:02:55.003|香港的路人甲|339
|<p>官方正式表述明明是怪盗KID……</p>|219.144.200.170|2004-12-06 22:30:19.293|小哈|339
|<p>新本格作家这么多啊？路人兄只看战后的新本格小说，这样来看，光是新本格推理小说也够看了。唯一让我觉得遗憾的是，没有列举更多的新本格作家，以及其代表作品。可能文章里所提到的这些人，是路人兄的最爱，呵呵。</p>|221.226.99.206|2004-10-25 06:17:43.300|马天|369
|虽然这篇文章内只列出少数几个新本格作家，但在我以前贴出的几篇"日本推理作家简介"中，其实已介绍了不少啊。<br />我这几年虽不是"非新本格不看"，但实际上也真是以新本格为主(以数量计有九成以上)，因为即使单是新本格已看不完了。|218.102.10.249|2004-10-26 06:44:33.830|香港的路人甲|369
|<p>&nbsp;&nbsp;&nbsp;&nbsp; 偶觉得岛田庄司应该算得上新本格起义的一环，只不过属于一个郁闷的朝时代的踯躅独行者，应该说没有岛田庄司，新本格可能要推迟10年出现呵呵。</p> <p>&nbsp;&nbsp;&nbsp;&nbsp; 不过貌似国内对新本格的重视程度并不太够。除了绫辻行人，有栖川有栖的作品，其他很少被翻译或推介的……</p> <p>&nbsp;&nbsp;&nbsp;&nbsp; 想念那些振聋发聩的名字，岛田庄司，我孙子武丸，法月纶太郎，京极夏彦，森博嗣……期待他们的作品</p> <p>&nbsp;&nbsp;&nbsp;&nbsp; 自从在旧书店找到一本岛田庄司的书，偶就准备学日语了。求人不如求己，国内出版社不知道什么时候才有反应，先自己想办法解决了……</p>|221.226.2.176|2004-10-30 09:38:19.090|伤痕|369
|<p>的确，岛田庄司可说是新本格发展的关键人物，但从历史和作品的角度来看，实际上却难以把他列为成员作家之一，但被称誉为成员的老师则可能更为适当吧。</p> <p>至于岛田的作品，对于初学日文的朋友来说可能是艰深了些，建议先读二阶堂黎人、西泽保彦或折原一的，他们的用词会比较简单易读。无论如何，努力加油！</p>|218.103.228.89|2004-10-30 10:00:33.000|香港的路人甲|369
|<p>有中文版嘛？我以前看过一本漫画也是有很多侦探的，且特长各不相同的，一起推理一宗案件，另人怀念。。。</p>|219.137.198.63|2004-11-19 09:26:56.947|hjb|390
|<p>《密室物语》北岳文艺出版社已经出版，有兴趣的可以去看看。但是现在绝对没有电子版！</p> <p>&nbsp;</p> <p>日本推理小说现在看来加入的深层思考比欧美小说要多，但是大多数都是作者的“一相情愿”而已，只是一口勇气怒斥，有的并不是很赞同</p>|218.2.102.79|2004-11-19 09:36:34.477|drury|390
|呵呵，明天就能拿到书。对这本书可谓是众说纷纭，期待揭开着神秘的面纱|221.226.2.96|2004-11-19 11:23:27.503|伤痕|390
|竟然分开了两本。。。|219.137.195.165|2004-11-20 03:16:32.917|hjb|390
|<P>路人甲兄评"难启之门"系列还差《玩偶园》呀，什么时候评完啊？已经又一年多没看到路人甲兄的评论了。</P><P>期待一下。</P>|59.37.164.32|2006-01-22 07:23:19.017|子淘|408
|<p>ＥＺ现在评论写的越来越好了，有深度．不错的书评</p>|218.2.102.31|2004-07-07 09:36:17.497|drury|340
|ez是谁？|218.25.35.199|2004-07-07 18:52:04.017|dsky|340
|<p>就是作者罗，经常在阿婆论坛见到。。。要再接再历啊。。。<br /></p>|219.137.199.54|2004-07-07 21:21:42.923|hjb|340
|<p>想不出来怎么杀的啊= =</p> <p>哪里有第三部看？</p>|61.181.7.19|2004-07-22 16:55:20.580|小哈|340
|<p>你好，本人觉得推理小说的推理也是建立在物质证据上的，假如只是侦探的个人推理，那只能算是推测而毫无立足点。当然，推理小说当然是重于思维推理，如何从蛛丝马迹中推理出一条合适的论述。正如波洛的格言：方法\顺序加灰色的小细胞。</p>|219.137.37.19|2004-06-22 06:10:46.423|hjb|324
|<p>读者朋友大家好,说实话我还没有看这本书,我刚刚买到手还没来得及看呢.但仅仅从此书的介绍就深深的吸引了我.我会好好的赏析一下的.谢谢大家.如有志同道合的朋友想要一起讨论的话可以发邮件给我,也可通过QQ,我的QQ:57624348.</p>|218.7.69.130|2004-08-07 23:53:41.933|LP|324
|查了一下，金田一的魔术快车就是参考这个的。有中译本了嘛？看了一下占星术，前言中说岛田曾写过一部创作理念概论《本格mystery宣言》，有中译嘛？|219.136.111.209|2004-06-29 07:17:50.480|hjb|338
|<p>《异想天开》就是台湾出版的中译本了。</p> <p>至于岛田庄司的《本格Mystery宣言》，原本只是一篇十多页的短文，作为我孙子武丸《8的杀人》的推荐文，后来讲谈社于1989年尾把岛田的其他解说杂文结集成书，就这样出版了一部叫《本格Mystery宣言》。隔几年后又重施故技，再于1995年出版了《本格Mystery宣言2》和2003年《21世纪本格宣言》。</p>|219.77.157.121|2004-06-29 10:25:29.107|香港的路人甲|338
|...续上，几部《本格宣言》都没有完整中译本，但《本格Mystery宣言》(书)中的部份内容，好像曾经在台湾出版的推理刊物中出现过(不确定)，而经常被人转贴的那篇《推理文学的发展》，也有部份是来自岛田的本格论。|219.77.157.121|2004-06-29 10:37:08.253|香港的路人甲|338
|路人兄能帮我们贴一下吗~?|218.94.60.11|2004-06-29 19:48:49.627|drury|338
|<p>《异想天开》是什么时候出版中译本的？是皇冠那个占星的系列里的嘛？</p>|218.19.75.246|2004-06-30 05:19:30.613|hjb|338
|<p>这篇《推理文学的发展》，在推理之门的"欧美名家"区可以找到，<a href="http://www.tuili.com/bbsShowDetail.asp?ftitle">http://www.tuili.com/bbsShowDetail.asp?ftitle</a>=推理文学的发展&amp;act=search&amp;fid=147069&amp;aid=&amp;bid=73&amp;bname=&amp;bmaster=&amp;aname=&amp;fz=&amp;userid=服部平次</p> <p>《异想天开》中译本是由台湾林白出版社于1998年出版的。</p>|218.102.197.243|2004-06-30 06:53:55.650|香港的路人甲|338
|这本书应该市面有卖的，已经买了，准备看。。。这位谋杀之王还有其他作品嘛？<br />|219.136.111.224|2004-08-15 07:48:27.957|hjb|345
|能看见服部的评论上神秘联盟确实是可喜可贺的事情。但是发现最近的两篇只是简单叙述了书的清洁。并没有阐述太多自己的观点。希望能写出更好的书评。|218.94.60.11|2004-08-16 03:51:33.127|drury|348
|<p>《西》也是我极少猜到凶手和诡计的小说之一，而这却又是我最喜欢的推理作家的作品……</p> <p>《西》还是沿袭了国名以诡计和推理为主的创作风格，但我们在这部小说里看到了一个开始有血有肉的奎因，不象荷兰鞋和罗马帽子中那苍白的人物。这大概也是奎因第一次离开老爸的庇护独自办案吧。</p> <p>虽说是国名系列，但是书中却再也难见前期小说中将线索巧妙安排的手法。开始的绑架让人顿生疑窦。而出现死者后那奇怪的现象让人顿时清楚整个案件是怎样发生的。之后的描写就显得过于多余，只需要交代线索就可以收尾了。</p> <p>但我还是比较欣赏这部书中的诡计，案件现场的怪异应该是国名系列中名列前茅的。只是说故事这方面有点欠缺。</p> <p>&nbsp;</p> <p>看过不少日本的推理小说再看欧美，感觉就是不一样。</p>|218.94.60.11|2004-08-18 19:56:40.013|drury|350
|<p>本评论作者只认为《披肩》写的差</p> <p>但综观全文却没见到任何只言片语有力的分析出差的原因</p>|221.201.122.124|2004-08-18 20:23:10.227|五迷|350
